Hour,Temp,Hum,Moist,CO2,Biomass
0,20,60,0.6,600,1
1,23.2,63.43,0.588,733.5,26.84
2,23.93,65.3729,0.57624,799.0725,57.9262
3,24.1295,66.509417,0.5647152,831.7590375,91.385196
4,24.212925,67.20535741,0.553420896,848.5008688125,125.84577888
5,24.26896375,67.6575891993,0.54235247808,857.489589495937,160.6478507419
6,24.3167233125,67.972325787189,0.5315054285184,862.68716127292,195.472176510805
7,24.360439059375,68.207111331289,0.520875319948032,866.010865258509,230.163889411732
8,24.4011602557812,68.3933402892179,0.510457813549071,868.389497460418,264.647640526362
9,24.4392464822734,68.5483379917144,0.50024865727809,870.273930836785,298.886645632973
10,24.4749014034582,68.6818428884555,0.490243684132528,871.883921918994,332.862880564417
11,24.5082873175222,68.7994863236632,0.480438810449878,873.327419768836,366.567492535406
12,24.5395501344589,68.9046619102843,0.47083003424088,874.658243285542,399.996152746804
13,24.5688251911233,68.9995310325068,0.461413433556063,875.903966021088,433.146800692997
14,24.5962389429,69.0855648310613,0.452185164884941,877.079399328912,466.018546703294
15,24.6219097461104,69.1638373856771,0.443141461587242,878.193113667289,498.611135674326
16,24.6459484194469,69.2351852568468,0.434278632355498,879.25059442126,530.924682904371
17,24.6684587331419,69.3002951619845,0.425593059708388,880.255770707555,562.959542009898
18,24.6895378592238,69.3597529303902,0.41708119851422,881.211757531561,594.716237083335
19,24.709276791479,69.4140715266337,0.408739574543936,882.121217532316,626.195426208149
20,24.7277607383561,69.4637076965292,0.400564783053057,882.986538694355,657.397880381637
21,24.7450694908137,69.5090723723422,0.392553487391996,883.809922961534,688.324470101676
22,24.7612777667645,69.5505376038139,0.984702417644156,884.593431650398,718.976155851292
23,24.7764555336165,69.6184415095951,0.965008369291273,885.339009856015,749.353980643874
24,24.790668310306,69.6659920606264,0.945708201905447,886.048500584199,779.459663727877
25,24.8039774501286,69.7016871398374,0.926794037867338,886.723653804558,809.294047004488
26,24.8164404055867,69.7301645348554,0.908258157109991,887.36613294081,838.858205752926
27,24.828110976399,69.7539850829821,0.890092993967792,887.977520019965,868.153365515893
28,24.8390395417415,69.7745894900878,0.872291134088436,888.559320075878,897.180855692485
29,24.8492732777229,69.7928119769721,0.854845311406667,889.1129650997,925.942082914649
30,24.8588563610331,69.8091562253325,0.837748405178534,889.639817683166,954.438515127362
31,24.8678301596435,69.8239438127043,0.820993437074963,890.141174429481,982.671671498752
32,24.8762334113834,69.8373942296032,0.804573568333464,890.618269172049,1010.64311554199
33,24.8841023911622,69.8496681712624,0.788482096966794,891.072276024329,1038.35445004038
34,24.8914710675598,69.8608911022566,0.772712455027459,891.50431227577,1065.80731301611
35,24.8983712494614,69.8711662122566,0.757258205926909,891.915441144538,1093.00337433105
36,24.9048327233686,69.8805816552112,0.742113041808371,892.306674395558,1119.94433269525
37,24.9108833819816,69.8892146978446,0.727270780972204,892.678974831139,1146.63191295893
38,24.9165493446051,69.8971341877794,0.71272536535276,893.033258660727,1173.067863618
39,24.9218550698996,69.9044020995553,0.698470858045704,893.37039775582,1199.25395449234
40,24.9268234614635,69.9110745669779,0.68450144088479,893.691221795667,1225.19197455174
41,24.9314759667031,69.9172026224779,0.670811412067095,893.996520309105,1250.88372987323
42,24.9358326694159,69.9228327633328,0.657395183825753,894.287044617559,1276.33104171832
43,24.9399123764876,69.9280074104064,0.644247280149238,894.563509684008,1301.53574472119
44,24.9437326990776,69.9327652958723,0.631362334546253,894.826595872475,1326.49968518084
45,24.9473101286417,69.9371418006356,0.618735087855328,895.076950622358,1351.22471945082
46,24.9506601081225,69.9411692536096,0.606360386098221,895.315190041745,1375.71271242108
47,24.9537970986125,69.9448772003347,0.594233178376257,895.541900423619,1399.96553608685
48,24.9567346417799,69.9482926458305,0.582348514808732,895.757639688691,1423.98506819989
49,24.9594854183243,69.9514402751118,0.570701544512557,895.962938758407,1447.77319099761
50,24.962061302717,69.9543426539404,0.559287513622306,896.158302861516,1471.33179000602
51,24.9644734144597,69.9570204118642,0.54810176334986,896.344212777408,1494.66275291258
52,24.9667321660853,69.9594924092588,0.537139728082862,896.521126019284,1517.76796850522
53,24.9688473081061,69.9617758898484,0.526396933521205,896.689477960064,1540.64932567411
54,24.970827971105,69.9638866200153,0.515868994850781,896.849682903822,1563.30871247281
55,24.9726827051495,69.9658390160629,0.505551614953765,897.002135105354,1585.74801523577
56,24.9744195167009,69.9676462604889,0.49544058265469,897.147209740426,1607.9691177491
57,24.9760459031762,69.9693204082231,0.485531771001596,897.285263829048,1629.97390047194
58,24.9775688853124,69.9708724837013,0.475821135581564,897.416637114088,1651.76423980564
59,24.978995037474,69.9723125695665,0.466304712869933,897.541652897354,1673.34200740838
60,24.9803305160327,69.9736498877223,0.456978618612534,897.660618835223,1694.70906955271
61,24.9815810859427,69.9748928733968,0.447839046240284,897.773827695761,1715.86728652383
62,24.9827521456276,69.9760492428229,0.438882265315478,897.881558079215,1736.81851205646
63,24.9838487502832,69.9771260550825,0.430104620009168,897.984075103624,1757.56459280829
64,24.9848756337002,69.9781297686211,0.421502527608985,898.081631057261,1778.10736786797
65,24.9858372286986,69.9790662928901,0.413072477056805,898.174466019503,1798.44866829596
66,24.9867376862633,69.9799410355388,0.404811027515669,898.262808451646,1818.5903166965
67,24.9875808934631,69.980758945538,0.396714806965356,898.346875759141,1838.5341268189
68,24.9883704902299,69.9815245525886,0.988780510826049,898.42687482661,1858.28190318679
69,24.9891098850718,70.0122420031328,0.969004900609528,898.503002526981,1877.83544075375
70,24.9898022697865,70.0258150932634,0.949624802597337,898.575446205977,1897.1971245839
71,24.9904506332402,70.0304642987962,0.930632306545391,898.644384143165,1916.36838155626
72,24.9910577742689,70.0305742127529,0.912019660414483,898.709985990693,1935.3507959114
73,24.9916263137612,70.0284744697749,0.893779267206193,898.772413190788,1954.14603060939
74,24.9921587059716,70.0253945972644,0.875903681862069,898.831819373063,1972.75578510974
75,24.9926572491151,70.0219758965764,0.858385608224828,898.888350732582,1991.18177268669
76,24.993124095288,70.0185457936944,0.841217896060331,898.942146389647,2009.42570822453
77,24.9935612597582,70.0152648259262,0.824393538139125,898.993338732155,2027.4893016366
78,24.9939706296644,70.0122053407867,0.807905667376342,899.042053741405,2045.37425430384
79,24.9943539721624,70.0093935858987,0.791747554028815,899.088411302125,2063.08225713616
80,24.9947129420538,70.0068321769003,0.775912602948239,899.132525497503,2080.61498950777
81,24.9950490889294,70.004512051861,0.760394350889274,899.174504889939,2097.97411866439
82,24.9953638638581,70.0024187959144,0.745186463871489,899.214452788212,2115.16129938705
83,24.9956586256509,70.0005359543131,0.730282734594059,899.252467501712,2132.17817379654
84,24.9959346467269,69.998846737292,0.715677079902178,899.288642582379,2149.0263712365
85,24.9961931186058,69.9973348687254,0.701363538304134,899.323067054926,2165.70750820158
86,24.9964351570513,69.9959849812989,0.687336267538052,899.355825635925,2182.22318829269
87,24.9966618068878,69.9947827736696,0.673589542187291,899.386998942286,2198.57500218954
88,24.9968740465107,69.993715044717,0.660117751343545,899.416663689655,2214.76452763501
89,24.9970727921098,69.9927696661993,0.646915396316674,899.444892881203,2230.79332942854
90,24.9972589016241,69.9919355263263,0.633977088390341,899.471755987286,2246.66295942659
91,24.9974331784458,69.9912024613392,0.621297546622534,899.497319116401,2262.37495654939
92,24.9975963748878,69.9905611839535,0.608871595690083,899.521645177884,2277.93084679313
93,24.9977491954318,69.9900032131298,0.596694163776281,899.54479403672,2293.33214324724
94,24.997892299769,69.9895208073053,0.584760280500756,899.566822660866,2308.58034611636
95,24.998026305648,69.9891069019953,0.573065074890741,899.587785261451,2323.67694274677
96,24.9981517915414,69.9887550520331,0.561603773392926,899.607733426184,2338.62340765697
97,24.998269299143,69.9884593783954,0.550371697925067,899.626716246307,2353.42120257224
98,24.9983793357062,69.9882145194037,0.539364263966566,899.644780437406,2368.07177646291
99,24.9984823762335,69.9880155860237,0.528576978687235,899.661970454376,2382.57656558624
100,24.9985788655273,69.9878581209626,0.51800543911349,899.678328600823,2396.93699353156
101,24.9986692201097,69.9877380612655,0.50764533033122,899.693895133168,2411.15447126866
102,24.9987538300207,69.9876517041241,0.497492423724596,899.708708359718,2425.23039719913
103,24.9988330605019,69.9875956756296,0.487542575250104,899.722804734937,2439.16615721051
104,24.998907253573,69.9875669022183,0.477791723745102,899.736218949165,2452.96312473313
105,24.9989767295086,69.9875625845829,0.4682358892702,899.748984013981,2466.62266079942
106,24.9990417882203,69.9875801738344,0.458871171484796,899.761131343446,2480.14611410556
107,24.9991027105516,69.987617349725,0.4496937480551,899.772690831414,2493.53482107536
108,24.9991597594903,69.9876720007509,0.440699873093998,899.783690925094,2506.79010592618
109,24.9992131813035,69.9877422059755,0.431885875632118,899.79415869506,2519.91328073672
110,24.999263206601,69.9878262184235,0.423248158119476,899.804119901867,2532.90564551671
111,24.9993100513304,69.9879224499104,0.414783194957086,899.813599059452,2545.76848827819
112,24.9993539177098,69.9880294571845,0.406487531057944,899.822619495455,2558.50308510832
113,24.9993949951002,69.9881459292664,0.398357780436785,899.83120340863,2571.11070024373
114,24.9994334608232,69.9882706758848,0.99039062482805,899.839371923474,2583.59258614608
115,24.9994694809267,70.0184026169121,0.970582812331489,899.847145142216,2595.9499835789
116,24.999503210901,70.0314407727141,0.951171156084859,899.854542194282,2608.18472168556
117,24.9995347963509,70.0356012553362,0.932147732963162,899.861581283375,2620.29767006826
118,24.9995643736233,70.0352646704515,0.913504778303899,899.868279732274,2632.28985468791
119,24.9995920703966,70.0327570093069,0.895234682737821,899.87465402546,2644.16237955494
120,24.9996180062314,70.0293044701955,0.877329989083064,899.880719849689,2655.91638482271
121,24.9996422930868,70.0255453125404,0.859783389301403,899.886492132593,2667.55302439806
122,24.9996650358036,70.0218041827987,0.842587721515375,899.891985079413,2679.07345401442
123,24.9996863325567,70.018239078524,0.825735967085067,899.897212207965,2690.47882491219
124,24.9997062752795,70.0149200265669,0.809221247743366,899.9021863819,2701.77028052293
125,24.9997249500601,70.0118711540782,0.793036822788499,899.906919842363,2712.94895476177
126,24.9997424375132,70.0090931391478,0.777176086332729,899.911424238117,2724.01597117943
127,24.9997588131282,70.0065751494433,0.761632564606074,899.91571065421,2734.97244257307
128,24.9997741475948,70.004301152424,0.746399913313953,899.919789639258,2745.81947084089
129,24.9997885071083,70.0022532152229,0.731471915047674,899.923671231399,2756.55814696552
130,24.9998019536556,70.0004131974722,0.71684247674672,899.927364982998,2767.18955106464
131,24.9998145452823,69.9987635889604,0.702505627211786,899.930879984159,2777.71475247588
132,24.9998263363435,69.9972878947545,0.68845551466755,899.934224885089,2788.13480985862
133,24.9998373777386,69.9959707831762,0.674686404374199,899.93740791739,2798.45077130342
134,24.9998477171307,69.9947981116611,0.661192676286715,899.940436914314,2808.66367444408
135,24.9998573991526,69.9937568917479,0.647968822760981,899.94331933004,2818.77454656996
136,24.9998664655993,69.9928352256442,0.635009446305761,899.946062258024,2828.78440473727
137,24.9998749556087,69.9920222314049,0.622309257379646,899.948672448446,2838.6942558787
138,24.9998829058301,69.9913079655251,0.609863072232053,899.951156324829,2848.50509691115
139,24.9998903505829,69.9906833473656,0.597665810787412,899.953519999844,2858.21791484151
140,24.9998973220043,69.9901400875006,0.585712494571664,899.955769290355,2867.83368687056
141,24.9999038501884,69.989670620856,0.57399824468023,899.957909731731,2877.35338049488
142,24.9999099633158,69.9892680448713,0.562518279786626,899.959946591471,2886.77795360712
143,24.9999156877755,69.9889260625992,0.551267914190893,899.961884882164,2896.1083545945
144,24.9999210482786,69.9886389305022,0.540242555907075,899.963729373829,2905.34552243573
145,24.9999260679653,69.9884014106403,0.529437704788934,899.965484605649,2914.49038679638
146,24.9999307685044,69.9882087269265,0.518848950693155,899.967154897145,2923.5438681229
147,24.999935170187,69.9880565251249,0.508471971679292,899.968744358805,2932.50687773515
148,24.9999392920142,69.9879408362864,0.498302532245706,899.970256902198,2941.38031791776
149,24.9999431517789,69.9878580433324,0.488336481600792,899.971696249604,2950.16508201015
150,24.9999467661429,69.9878048505194,0.478569751968776,899.973065943171,2958.86205449546
151,24.9999501507086,69.9877782555387,0.468998356929401,899.974369353632,2967.47211108822
152,24.9999533200863,69.9877755240246,0.459618389790813,899.975609688604,2975.99611882112
153,24.9999562879575,69.9877941662648,0.450426021994996,899.976790000475,2984.43493613053
154,24.9999590671339,69.9878319159221,0.441417501555096,899.977913193925,2992.78941294121
155,24.9999616696124,69.9878867105953,0.432589151523995,899.978982033063,3001.06039074989
156,24.9999641066275,69.9879566740598,0.423937368493515,899.97999914824,3009.24870270801
157,24.9999663886992,69.9880401000435,0.415458621123644,899.980967042516,3017.35517370354
158,24.9999685256786,69.9881354374053,0.407149448701171,899.981888097819,3025.38062044187
159,24.9999705267905,69.9882412765952,0.399006459727148,899.982764580814,3033.32585152588
160,24.9999724006734,69.9883563372858,0.991026330532605,899.983598648471,3041.19166753519
161,24.9999741554163,70.018479457073,0.971205803921953,899.984392353381,3048.97886110454
162,24.999975798594,70.0315095811553,0.951781687843514,899.985147648805,3056.68881700144
163,24.9999773372999,70.0356627529055,0.932746054086644,899.98586639348,3064.32196420296
164,24.9999787781761,70.035319515259,0.914091133004911,899.986550356194,3071.87889179184
165,24.9999801274425,70.0328058021478,0.895809310344812,899.987201220137,3079.36027064182
166,24.9999813909237,70.0293477595043,0.877893124137916,899.987820587048,3086.76681150408
167,24.9999825740737,70.0255835989186,0.860335261655158,899.988409981151,3094.09924260944
168,24.999983682,70.0218379231506,0.843128556422055,899.988970852909,3101.35829773179
169,24.9999847194853,70.0182686898367,0.826265985293614,899.989504582595,3108.54470985751
170,24.9999856910081,70.014945889363,0.809740665587741,899.990012483686,3115.65920785762
171,24.9999866007622,70.011893615571,0.793545852275986,899.990495806096,3122.70251476691
172,24.999987452675,70.0091125161245,0.777674935230467,899.990955739251,3129.67534692182
173,24.9999882504238,70.0065917308985,0.762121436525857,899.991393415022,3136.57841355607
174,24.9999889974523,70.0043152019666,0.74687900779534,899.991809910501,3143.41241663924
175,24.9999896969854,70.0022649732747,0.731941427639433,899.992206250659,3150.17805084323
176,24.9999903520428,70.000422883277,0.717302599086645,899.992583410865,3156.8760035752
177,24.9999909654521,69.9987714024193,0.702956547104912,899.992942319288,3163.50695504411
178,24.9999915398614,69.9972940181032,0.688897416162814,899.99328385918,3170.07157834345
179,24.9999920777501,69.9959753825171,0.675119467839557,899.993608871051,3176.57053954094
180,24.9999925814404,69.9948013383631,0.661617078482766,899.993918154736,3183.00449777036
181,24.9999930531064,69.9937588837252,0.648384736913111,899.994212471362,3189.37410532306
182,24.9999934947843,69.9928361085252,0.635417042174849,899.994492545226,3195.68000773795
183,24.9999939083807,69.9920221195992,0.622708701331352,899.994759065573,3201.92284388939
184,24.9999942956809,69.9913069631994,0.610254527304725,899.995012688293,3208.10324607276
185,24.9999946583569,69.9906815493342,0.59804943675863,899.995254037537,3214.2218400877
186,24.9999949979743,69.9901375800395,0.586088448023457,899.995483707251,3220.27924531906
187,24.999995315999,69.9896674824468,0.574366679062988,899.995702262638,3226.2760748157
188,24.999995613804,69.9892643468805,0.562879345481729,899.99591024155,3232.21293536718
189,24.9999958926748,69.9889218698987,0.551621758572094,899.996108155811,3238.09042757852
190,24.9999961538152,69.9886343020362,0.540589323400652,899.996296492476,3243.90914594315
191,24.9999963983526,69.9883963999436,0.529777536932639,899.99647571503,3249.66967891407
192,24.9999966273424,69.988203382597,0.519181986193986,899.996646264529,3255.37260897348
193,24.9999968417732,69.9880508912564,0.508798346470107,899.996808560685,3261.0185127008
194,24.9999970425708,69.987934952863,0.498622379540704,899.9969630029,3266.6079608393
195,24.9999972306017,69.9878519465893,0.48864993194989,899.997109971246,3272.14151836135
196,24.9999974066778,69.9877985732721,0.478876933310892,899.997249827404,3277.61974453244
197,24.9999975715592,69.9877718274838,0.469299394644675,899.997382915552,3283.04319297388
198,24.9999977259575,69.9877689720149,0.459913406751781,899.997509563211,3288.41241172446
199,24.9999978705393,69.9877875145599,0.450715138616746,899.997630082054,3293.72794330096
200,24.9999980059286,69.9878251864178,0.441700835844411,899.99774476867,3298.99032475764
